profile,logN,N,n,s,value_size,data_value_size,Q,config,measured_hot_us,measured_cold_us,measured_total_us,measured_answer_us,avg_map_us,avg_data_us,modeled_total_us,hit_pct,speedup_measured,speedup_answer_measured,speedup_modeled,trusted_kb,page_us,hot_working_kb,cold_working_kb,cold_pages_est,hot_pages_avg
large,22,4194304,128,1.200,8,4096,200,flat_original_enigmap,4638.853,4638.853,4638.853,4638.853,4364.866,273.375,4638.853,-1.000,1.000,1.000,1.000,0,0.000,19,5242880,1680.000,0.000
large,22,4194304,128,1.200,8,4096,200,packed_FO_original_enigmap,245.689,4800.069,4828.356,1520.915,4330.449,496.804,4828.356,72.000,0.961,3.050,0.961,0,0.000,19,5242880,1680.000,2.000
large,22,4194304,128,1.200,8,4096,200,packed_TM_original_enigmap,255.101,4567.406,1462.595,1462.546,1203.865,257.899,1462.546,72.000,3.172,3.172,3.172,0,0.000,19,5242880,1680.000,2.000
